subtype,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
LUAD,-19.5645036147747,-3.39514346022381,-0.705552096869697,2.09366572885802,0.582449286304377,-2.21403522995575,-6.70588141566795,7.18177843853752
LUSC,3.2548230467501,0.539468707477633,7.48969441094644,3.74225926863777,-4.50802567757056,-2.27152597054107,-5.40249940401481,-3.83171283023311
LUAD,-10.962296134111,17.673090240634,2.35486801630902,-0.331930826468936,-0.658590251104966,0.587141706179947,2.90453643746211,3.60704720119723
LUAD,-8.84929503586581,10.7361812850573,6.00145005907074,3.44960795537197,-4.92980161645315,7.3733927344181,11.1678676650415,-3.69208928874062
LUSC,7.64503216282404,-7.81165647609489,5.03470507189457,-2.39880868342416,-10.2266167984837,12.2742017386244,-3.17582232164834,-7.67475587969371
LUAD,-5.40453559837483,1.44319703153634,0.543942982164955,-8.12584341772354,4.20608607488486,5.41056030382791,7.50254625609098,-0.0925922409737009
LUAD,22.7892002388624,5.47720228727152,8.56832380871647,-15.7269212868168,-0.460233554609377,-11.2009521237774,-3.03887870791363,8.54344230144813
LUSC,-5.0908290042828,-10.314086849819,-1.98010856159969,-3.07235581845907,1.15487402028938,-9.46103540277765,-1.24798581362052,-2.918336639951
LUAD,2.68138473675464,-13.3252678428327,1.4979010678049,-3.40290096422169,8.31219972682739,28.7173306815028,10.2355333306374,-7.00491682881029
LUAD,-21.9583333654275,-8.39260659953842,-1.11863845617721,-7.20964158221794,6.73651686821199,-5.77658041851972,-3.6403114987002,7.80152797883337
LUAD,-10.6925174841899,6.82895390095014,1.43638617197812,-8.15807390080989,-1.74041965378991,7.81704502360509,5.54513770595596,4.2407061586055
LUAD,2.62271644614344,-8.23817734307129,-4.11543316502615,1.70421379409126,-5.40828872458666,3.63767090068935,5.51473857281333,5.73932708476359
LUAD,25.0631429022873,2.42582172925965,4.17693050169164,-4.28867092707977,-10.1137153015705,1.53041993845465,-5.65211636112982,-14.6659406475075
LUSC,23.8585836738913,-18.9078391000147,7.57276696421378,2.92942366440554,-2.21015413072856,0.493745451608826,8.24835173583232,9.73282565766077
LUAD,1.02882166166376,13.3300389521002,16.9861518853701,6.66961743213882,3.46845491791328,5.22978741452596,-25.3659613875663,-11.322771053601
LUAD,-14.6327071440278,-3.33760253106391,-3.01116194618552,-2.54811510394782,4.73209996489945,1.07294457426204,-4.57398358820274,-3.90743692884697
LUAD,-9.81613587769591,0.819727346246762,-3.22003206035708,-1.17492874218556,-3.38551891343101,-2.07798918017606,-1.12111252634223,-5.51539481288518
LUAD,-12.5616401947185,7.38654870557816,11.1055794794369,-1.77764425178375,0.971476556941625,-4.98007703008952,0.132634773696814,-0.692614995669801
LUAD,-3.90909940771278,21.2274173066351,18.5392262614708,2.57768791624757,-13.2393364145944,1.46697172529692,6.87919359214888,14.1219610194572
LUAD,-16.5901443702318,-6.62036309875246,2.05270500824796,10.3859379692169,2.50663614321172,-0.343733820055158,4.76288841341602,6.09636848419853
LUSC,12.7090644063281,-0.334296925040954,3.92884592587424,2.85962399445251,-1.16085478400053,-7.42454723831115,-8.25587207091283,-5.65812536178471
LUSC,4.38180057616547,-9.23905144888802,-5.90377651539666,4.2605183812013,-9.71345656620004,-7.65351424023709,-1.61168459128643,10.8604914639552
LUAD,14.4028846232959,1.09309072415111,-1.37185118704261,6.08545328862802,6.47080840503041,10.2146645098115,12.7164349648899,-3.35113409193588
LUSC,17.481793042856,-12.4896983648495,7.10738973555858,18.7211096923651,-5.18630727117508,-10.2158792781474,-0.785933627968577,-9.63334510053542
LUAD,8.84357958346685,13.5995299284882,-18.807812421154,3.14898839792246,16.7622439143457,7.53867091240342,-1.97364134473532,-6.14385460524439
